HOLEID,AT,AZM,DIP
DH-026,37.4,151.000001,55.565428
DH-026,50.0,150.99436,54.074687
DH-026,60.25,150.789527,52.530715
DH-026,65.0,150.693635,51.826781
DH-027,0.0,151.351617,59.811277
DH-027,2.5,151.351617,59.811277
DH-027,7.5,152.017981,59.445037
DH-027,21.0,153.755713,58.434441
DH-027,26.0,154.36774,58.058333
DH-028,0.0,151.501871,59.415374
DH-028,2.5,151.501871,59.415374
DH-028,7.5,152.269681,58.476236
DH-028,12.5,153.052553,57.459061
DH-028,17.5,153.825216,56.391371
DH-028,28.22,155.319332,54.127511
DH-028,33.22,155.913435,53.13469
DH-028,38.22,155.874803,53.00046
DH-029,0.0,151.136821,60.000964
DH-029,2.5,151.136821,60.000964
DH-029,7.5,151.399563,60.002418
DH-029,12.5,151.6623,60.003349
DH-029,17.5,151.925053,60.003759
DH-029,22.5,152.187808,60.003647
DH-029,27.5,152.450555,60.003013
DH-029,32.5,152.716593,60.001839
DH-029,37.5,152.967713,59.989856
DH-029,42.5,153.120273,59.88323
DH-029,47.5,153.2511,59.755147
DH-029,52.175,153.361414,59.646277
DH-030,0.0,0.0,90.0
DH-030,2.5,0.0,90.0
DH-030,7.5,0.0,90.0
DH-030,12.5,0.0,90.000002
DH-030,17.5,180.0,90.000002
DH-030,22.085,0.0,90.0
DH-030,32.67,0.0,90.0
DH-030,43.145,0.0,90.0
DH-031,0.0,151.290154,59.803057
DH-031,2.5,151.290154,59.803057
DH-031,7.5,151.802941,59.447624
DH-031,12.5,152.322318,59.077751
DH-031,17.5,152.830648,58.705804
DH-031,26.88,153.783181,57.981201
DH-031,31.88,154.243226,57.617789
DH-031,36.88,154.712168,57.236085
DH-031,41.88,155.224788,57.099201
DH-031,46.88,155.822105,57.358313
DH-031,51.88,156.428121,57.614663
DH-031,55.83,156.788019,57.763851
DH-031,67.325,158.355013,58.387794
DH-031,75.955,159.468881,58.806963
DH-032,0.0,208.5021,58.872785
DH-032,2.375,208.5021,58.872785
DH-032,20.63,209.28855,56.942254
DH-032,24.78,209.425949,56.582467
DH-032,33.27,209.764901,55.664014
DH-032,37.295,209.900868,55.282763
DH-032,43.45,209.739151,54.917882
DH-032,48.45,209.441116,54.822957
DH-032,57.15,208.863871,54.635732
DH-032,61.275,208.65346,54.56637
DH-033,0.0,154.690604,55.01104
DH-033,2.5,154.690604,55.01104
DH-033,7.5,154.993893,54.352343
DH-033,11.875,155.256104,53.764677
DH-034,0.0,153.465543,57.744035
DH-034,2.5,153.465543,57.744035
DH-034,6.6,153.723902,57.31276
DH-034,14.65,154.272081,56.361148
DH-035,0.0,154.024841,57.408002
DH-035,2.5,154.024841,57.408002
DH-035,7.5,154.342247,56.962041
DH-035,12.5,154.651991,56.51551
DH-035,17.175,154.933485,56.061942
DH-035,36.3,153.461115,53.902329
DH-035,41.3,153.016542,53.25026
DH-035,58.8,151.681913,51.155657
DH-036,0.0,151.638173,58.655473
DH-036,2.5,151.638173,58.655473
DH-036,7.5,151.541254,58.276587
DH-036,21.25,151.307607,57.328357
DH-036,26.25,151.212581,56.92802
DH-036,31.25,151.128044,56.564437
DH-036,50.9,151.000001,55.538083
DH-036,55.9,151.000001,55.323984
DH-036,59.95,151.000001,55.148772
DH-037,0.0,152.231846,47.375171
DH-037,2.5,152.231846,47.375171
DH-037,7.5,152.420088,46.585829
DH-037,11.45,152.543201,46.056659
DH-038,0.0,151.711726,58.937579
DH-038,2.5,151.711726,58.937579
DH-038,13.15,151.477516,58.022876
DH-038,17.3,151.40478,57.728842
DH-039,0.0,152.537971,58.789257
DH-039,2.5,152.537971,58.789257
DH-039,6.325,152.679128,58.456508
DH-039,17.8,153.168468,57.250992
DH-039,28.65,153.572955,56.189622
DH-039,32.6,153.685191,55.884054
DH-040,0.0,152.000001,59.607253
DH-040,1.675,152.000001,59.607253
DH-040,30.4,152.000001,58.445495
DH-040,43.4,151.892226,57.906791
DH-040,48.4,151.413173,57.471128
DH-040,53.4,150.987156,57.075596
DH-041,0.0,152.000001,59.193671
DH-041,2.5,152.000001,59.193671
DH-041,20.15,152.000001,57.029785
DH-041,24.05,152.000001,56.565837
DH-041,36.7,152.000001,55.105142
DH-041,72.5,151.110352,52.352806
DH-042,0.0,152.237561,59.716966
DH-042,2.5,152.237561,59.716966
DH-042,6.875,152.677992,59.178087
DH-042,16.6,153.486468,58.138602
DH-042,21.6,153.929667,57.539488
DH-042,26.6,154.339281,56.966262
DH-042,34.575,154.977034,56.040286
DH-043,0.0,147.173922,54.608358
DH-043,2.5,147.173922,54.608358
DH-043,7.5,146.589906,53.82507
DH-043,11.475,146.065604,53.093494
DH-043,20.45,146.403785,51.434043
DH-043,25.45,146.642923,50.452226
DH-043,30.45,146.870051,49.479917
DH-043,42.75,147.423204,46.937964
DH-043,47.05,147.58308,46.154361
DH-044,0.0,152.922425,57.09535
DH-044,1.35,152.922425,57.09535
DH-044,82.45,150.73601,49.661563
DH-044,89.95,151.261092,48.656392
DH-045,0.0,0.0,90.0
DH-045,1.45,0.0,90.0
DH-045,8.95,180.0,90.000002
DH-046,0.0,152.371301,58.453437
DH-046,2.5,152.371301,58.453437
DH-046,7.5,152.650261,58.030584
DH-046,12.5,152.921655,57.608773
DH-046,23.925,153.532646,56.619764
DH-047,0.0,151.579988,58.896938
DH-047,1.35,151.579988,58.896938
DH-047,24.65,150.5226,55.764527
DH-047,29.275,150.343861,55.178568
DH-047,36.25,150.073593,54.258092
DH-047,40.225,150.053011,53.708239
DH-047,53.875,150.429374,51.987913
DH-047,69.6,150.810855,50.032962
DH-047,74.6,150.920206,49.441143
DH-048,0.0,147.67151,55.063515
DH-048,2.5,147.67151,55.063515
DH-048,7.5,147.544312,54.688451
DH-048,12.5,147.419502,54.313434
DH-048,17.5,147.296956,53.938319
DH-048,22.5,147.17662,53.563161
DH-048,27.5,147.058441,53.188014
DH-049,0.0,152.91365,59.422485
DH-049,2.5,152.91365,59.422485
DH-049,11.3,153.6707,58.923558
DH-049,16.3,154.104508,58.628974
DH-049,42.35,153.808601,56.873594
DH-049,53.1,153.010819,56.072684
DH-049,57.725,152.693102,55.74269
DH-049,65.85,152.074107,55.079882
DH-049,79.5,151.367312,54.099952
DH-050,0.0,154.695187,57.198756
DH-050,2.1,154.695187,57.198756
DH-050,19.95,155.912861,54.952947
DH-050,76.9,152.686543,51.101184
DH-050,90.65,152.387039,50.207621
DH-050,95.65,152.278198,49.87417
DH-050,100.65,152.170871,49.540687
DH-050,105.65,152.065033,49.20721
DH-050,109.625,151.979381,48.933929
DH-051,0.0,154.506373,50.034616
DH-051,2.5,154.506373,50.034616
DH-052,0.0,157.459416,59.764825
DH-052,2.5,157.459416,59.764825
DH-052,6.9,158.634858,59.209333
DH-052,16.1,160.661227,58.181125
DH-052,29.0,159.942998,57.327787
DH-052,33.65,159.549968,57.069086
DH-053,0.0,152.599753,59.341681
DH-053,2.5,152.599753,59.341681
DH-053,7.5,153.083551,58.789283
DH-053,12.5,153.550929,58.236623
DH-053,19.65,154.211245,57.422319
DH-053,24.65,154.628294,56.886786
DH-053,29.65,155.049222,56.328795
DH-053,34.65,155.457721,55.769815
DH-053,39.65,155.852312,55.207411
DH-053,68.775,156.000001,51.552173
DH-054,0.0,153.101339,59.506982
DH-054,2.5,153.101339,59.506982
DH-054,11.3,154.450223,58.869803
DH-054,16.225,155.18921,58.504366
DH-054,52.55,157.129043,56.158378
DH-054,57.55,156.872049,55.901576
DH-054,62.2,156.65079,55.67729
DH-054,73.55,156.082194,55.08621
DH-054,81.45,156.000001,54.728112
DH-054,102.2,156.000001,53.696575
DH-055,0.0,152.839914,59.069913
DH-055,2.5,152.839914,59.069913
DH-055,7.5,153.229855,58.618333
DH-055,11.35,153.58791,58.192072
DH-055,23.75,154.444558,57.124805
DH-055,28.75,154.78084,56.686633
DH-055,33.75,155.122475,56.229844
DH-055,38.75,155.455847,55.77242
DH-055,43.75,155.78448,55.314742
DH-055,48.75,156.038666,54.827116
DH-055,52.525,156.105254,54.525831
DH-055,59.875,156.277461,53.72536
DH-055,69.45,156.478389,52.750899
DH-055,107.975,156.510114,48.058275
DH-056,0.0,154.153562,57.59445
DH-056,2.5,154.153562,57.59445
DH-056,6.25,154.331292,57.471687
DH-056,16.025,154.997491,56.997267
DH-056,55.4,151.474108,52.666575
DH-056,60.4,151.052156,52.070136
DH-056,65.4,151.388076,51.564036
DH-056,70.4,151.817598,51.070038
DH-056,79.85,152.594515,50.144801
DH-056,84.85,153.010488,49.632032
DH-056,89.85,153.407093,49.131453
DH-056,94.85,153.795669,48.629662
DH-057,0.0,153.480756,56.436974
DH-057,2.5,153.480756,56.436974
DH-057,7.5,153.641083,56.00473
DH-057,53.15,152.06427,53.12202
DH-057,60.2,151.684467,52.729265
DH-057,64.775,151.433701,52.465334
DH-057,91.5,152.590798,49.46205
DH-057,96.5,152.982146,48.790669
DH-057,101.5,153.37865,48.090224
DH-057,106.5,153.764377,47.388656
DH-057,111.5,154.150357,46.666091
DH-058,0.0,153.562022,57.5771
DH-058,2.4,153.562022,57.5771
DH-058,84.95,154.980315,51.924238
DH-058,89.675,154.896872,51.530608
DH-058,98.1,154.732441,50.761468
DH-058,103.1,154.644671,50.340183
DH-058,108.1,154.552778,49.890882
DH-058,118.4,154.371281,48.978028
DH-059,0.0,270.0,90.000002
DH-059,2.5,270.0,90.000002
DH-059,31.1,180.0,90.000002
DH-059,39.15,7.125016,90.000002
DH-059,53.45,0.0,90.0
DH-059,68.65,0.0,90.0
DH-059,89.4,183.576334,90.000002
DH-059,94.4,0.0,90.000002
DH-059,98.225,0.0,90.0
DH-060,0.0,152.449151,58.716715
DH-060,2.5,152.449151,58.716715
DH-060,6.9,152.573816,58.342577
DH-060,22.1,152.980495,57.027952
DH-061,0.0,152.288997,59.000793
DH-061,2.5,152.288997,59.000793
DH-061,7.275,152.386861,59.000915
DH-061,14.7,152.536922,59.000959
DH-061,37.05,152.971696,59.000107
DH-061,42.05,153.284376,58.663952
DH-061,47.05,153.653823,58.205544
DH-061,52.05,154.004207,57.76321
DH-061,57.05,154.346223,57.319781
DH-061,62.05,154.68012,56.875386
DH-061,66.325,154.975717,56.472187
DH-062,0.0,151.450095,59.476008
DH-062,2.5,151.450095,59.476008
DH-062,15.7,150.95506,58.987938
DH-062,24.55,150.645385,58.674437
DH-062,29.45,150.476722,58.500968
DH-062,46.075,149.932328,57.647957
DH-062,62.0,149.618169,55.919022
DH-062,67.0,149.527946,55.391938
DH-063,0.0,152.698615,59.560783
DH-063,2.5,152.698615,59.560783
DH-063,6.5,152.993693,59.370624
DH-063,18.75,153.906952,58.763928
DH-063,23.475,154.254054,58.525916
DH-063,48.3,154.247015,57.275816
DH-063,53.3,153.995608,57.026476
DH-063,58.3,153.747166,56.776245
DH-063,69.9,153.210959,56.222845
DH-063,74.9,152.96298,55.912916
DH-063,79.25,152.858692,55.480616
DH-063,86.4,152.694287,54.858401
DH-063,91.4,152.584597,54.43217
DH-063,96.4,152.472662,53.987772
DH-063,101.4,152.360638,53.533207
DH-064,0.0,152.000001,57.041602
DH-064,2.5,152.000001,57.041602
DH-064,36.35,151.935662,54.911849
DH-064,41.35,151.727538,54.617668
DH-064,85.45,150.063028,51.943523
DH-065,0.0,152.627255,55.919244
DH-065,2.5,152.627255,55.919244
DH-065,12.5,152.812579,54.520049
DH-066,0.0,152.000001,57.473611
DH-066,2.5,152.000001,57.473611
DH-066,17.35,152.000001,56.387349
DH-066,22.35,152.000001,56.017548
DH-066,27.35,152.000001,55.630553
DH-066,31.8,152.000001,55.31996
DH-067,0.0,151.934011,59.875255
DH-067,2.5,151.934011,59.875255
DH-067,41.0,151.034447,57.92401
DH-067,46.0,151.160488,57.550327
DH-067,51.0,151.291127,57.175744
DH-067,56.0,151.419175,56.800939
DH-067,61.0,151.544699,56.425968
DH-067,66.0,151.667769,56.050885
DH-067,71.0,151.788447,55.675742
DH-067,76.0,151.906799,55.300595
DH-067,81.0,152.155595,54.870862
DH-067,86.0,152.827151,54.26284
DH-067,91.0,153.492183,53.646157
DH-067,96.0,154.13854,53.025358
DH-067,101.0,154.766738,52.40092
DH-067,104.775,155.246436,51.909584
DH-068,0.0,151.070269,57.228379
DH-068,2.5,151.070269,57.228379
DH-068,7.5,150.97108,56.919161
DH-068,12.5,150.86645,56.625645
DH-068,29.35,150.51224,55.594819
DH-068,33.375,150.43716,55.368975
DH-068,48.2,150.156995,54.502483
DH-068,53.2,150.055027,54.177539
DH-069,0.0,151.774271,57.318387
DH-069,2.5,151.774271,57.318387
DH-069,7.5,152.361965,56.780292
DH-069,12.5,152.943644,56.22926
DH-069,25.7,154.439863,54.722018
DH-069,39.9,155.891216,53.108531
DH-069,69.85,153.651247,51.303166
DH-069,74.85,153.262525,51.004934
DH-069,79.85,152.874401,50.701982
DH-069,84.85,152.491409,50.39787
DH-069,89.85,152.082332,50.067269
DH-069,94.85,152.000001,50.000001
DH-069,99.85,152.000001,50.000001
DH-069,104.85,152.000001,50.000001
DH-069,112.425,152.000001,50.000001
DH-070,0.0,180.0,90.000002
DH-070,2.5,180.0,90.000002
DH-070,7.5,0.0,90.000002
DH-070,25.525,0.0,90.000002
DH-070,33.85,0.0,90.0
DH-070,38.85,0.0,90.0
DH-070,43.85,0.0,90.0
DH-070,48.85,0.0,90.0
DH-070,53.85,0.0,90.0
DH-070,58.85,90.0,90.000002
DH-071,0.0,152.000001,59.064242
DH-071,2.5,152.000001,59.064242
DH-071,7.5,152.000001,58.608696
DH-071,12.5,152.000001,58.154287
DH-071,17.5,152.000001,57.699762
DH-071,22.5,152.000001,57.245605
DH-071,27.5,152.000001,56.738821
DH-071,39.9,152.000001,55.653103
DH-072,0.0,152.294211,58.91499
DH-072,2.5,152.294211,58.91499
DH-072,7.15,152.411301,58.463101
DH-072,13.15,152.565172,57.850907
DH-072,39.35,152.373203,55.23232
DH-072,44.35,151.943229,54.686057
DH-073,0.0,0.0,90.000002
DH-073,2.5,0.0,90.000002
DH-075,0.0,0.0,90.0
DH-075,1.375,0.0,90.0
DH-076,0.0,152.000001,58.88309
DH-076,2.5,152.000001,58.88309
DH-076,7.5,152.000001,58.308041
DH-076,12.5,152.000001,57.708107
DH-076,17.5,152.000001,57.122094
DH-076,22.5,152.000001,56.835917
DH-076,27.5,152.000001,56.635967
DH-076,32.5,152.000001,56.435994
DH-076,37.5,152.000001,56.236005
DH-076,42.5,152.000001,56.036007
DH-076,47.5,152.000001,55.836008
DH-076,52.5,152.000001,55.636014
DH-076,57.5,152.000001,55.436033
DH-076,62.5,152.000001,55.234362
DH-076,70.8,152.000001,55.000032
DH-076,80.55,152.000001,55.000001
DH-076,97.3,152.000001,55.000001
DH-076,102.3,152.000001,55.000001
DH-077,0.0,152.000001,56.80003
DH-077,2.5,152.000001,56.80003
DH-077,7.5,152.000001,56.399973
DH-077,12.5,152.000001,55.999971
DH-077,17.45,152.000001,55.601953
DH-077,30.1,152.000001,54.895135
DH-077,35.1,152.000001,54.797997
DH-077,47.35,152.000001,54.553002
DH-077,55.7,152.000001,54.38536
DH-077,60.7,152.000001,54.286002
DH-077,65.7,152.000001,54.186926
DH-077,80.5,152.000001,54.000001
DH-077,85.5,152.000001,54.000001
DH-077,90.5,152.000001,54.000001
DH-077,95.5,152.000001,54.000001
DH-077,100.5,152.000001,54.000001
DH-078,0.0,152.000001,59.726909
DH-078,2.5,152.000001,59.726909
DH-078,7.5,152.000001,59.511998
DH-078,12.5,152.000001,59.311998
DH-078,17.15,152.000001,59.124671
DH-078,27.05,152.000001,58.744985
DH-078,34.35,152.000001,58.430073
DH-078,39.35,152.000001,58.238007
DH-078,44.35,152.000001,58.038009
DH-078,49.35,152.000001,57.83801
DH-078,54.35,152.000001,57.638016
DH-078,59.125,152.000001,57.44147
DH-078,70.35,152.000001,57.01675
DH-078,75.35,152.000001,57.000001
DH-078,80.35,152.000001,57.000001
DH-078,85.35,152.000001,57.000001
DH-078,90.35,152.000001,57.000001
DH-078,94.35,152.000001,57.000001
DH-079,0.0,154.592144,59.061487
DH-079,2.025,154.592144,59.061487
DH-079,9.4,157.674492,57.802574
DH-079,14.4,159.756894,56.85442
DH-079,19.4,161.695323,55.893657
DH-079,36.15,167.679642,52.376451
DH-080,0.0,152.000001,55.073745
DH-080,2.5,152.000001,55.073745
DH-080,6.3,152.000001,53.007073
DH-080,17.1,152.000001,49.131784
DH-080,22.1,152.000001,49.000001
DH-080,27.1,152.000001,49.000001
DH-080,32.1,152.000001,49.000001
DH-080,36.25,152.000001,49.000001
DH-080,46.85,152.000001,49.000001
DH-080,51.85,152.000001,49.000001
DH-081,0.0,152.963213,47.639172
DH-081,2.5,152.963213,47.639172
DH-081,7.5,153.000001,47.000001
DH-081,12.5,153.000001,47.000001
DH-081,17.5,153.000001,47.000001
DH-081,22.5,153.000001,47.000001
DH-081,27.5,153.000001,47.000001
DH-081,32.5,153.000001,47.000001
DH-081,37.5,153.000001,47.000001
DH-081,42.5,153.000001,47.000001
DH-082,0.0,152.000001,54.000001
DH-082,2.5,152.000001,54.000001
DH-082,7.5,152.000001,54.000001
DH-082,12.5,152.000001,54.000001
DH-082,16.55,152.000001,54.000001
DH-082,23.225,152.000001,54.000001
DH-082,30.4,152.000001,54.000001
DH-083,0.0,152.000001,60.000001
DH-083,2.1,152.000001,60.000001
DH-083,9.95,152.000001,60.000001
DH-083,14.125,152.000001,60.000001
DH-083,21.0,152.000001,60.000001
DH-083,30.45,152.000001,60.000001
DH-083,35.45,152.000001,60.000001
DH-083,40.45,152.000001,60.000001
DH-083,64.3,152.000001,60.000001
DH-084,0.0,152.000001,57.366424
DH-084,2.15,152.000001,57.366424
DH-084,13.9,152.000001,52.067391
DH-084,21.05,152.000001,49.214618
DH-084,38.6,152.000001,46.531592
DH-084,43.6,152.000001,45.85742
DH-084,48.6,152.000001,45.157416
DH-084,53.6,152.000001,44.440571
DH-084,57.525,152.000001,43.982967
DH-084,67.0,152.000001,42.637512
DH-084,71.8,152.000001,41.985437
DH-085,0.0,152.000001,60.000001
DH-085,2.5,152.000001,60.000001
DH-085,6.725,152.000001,60.000001
DH-085,40.2,152.000001,60.000001
DH-085,45.2,152.000001,60.000001
DH-085,50.2,152.000001,60.000001
DH-085,55.2,152.000001,60.000001
DH-085,59.4,152.000001,60.000001
DH-086,0.0,152.000001,59.201873
DH-086,2.5,152.000001,59.201873
DH-086,7.5,152.000001,57.598224
DH-086,16.0,152.000001,54.893538
DH-086,21.0,152.000001,53.282217
DH-086,33.7,152.000001,50.610438
DH-086,42.175,152.000001,49.253839
DH-086,63.8,152.000001,45.759911
DH-086,68.1,152.000001,45.205674
DH-086,75.8,152.000001,44.036193
DH-086,80.8,152.000001,44.000001
DH-087,0.0,152.000001,57.760634
DH-087,1.9,152.000001,57.760634
DH-087,16.35,152.000001,51.854433
DH-087,20.9,152.000001,50.200862
DH-087,39.65,152.000001,47.032496
DH-087,44.65,152.000001,46.232654
DH-087,49.65,152.000001,45.412397
DH-087,53.6,152.000001,44.882326
DH-087,62.325,152.000001,43.452977
DH-087,85.8,152.000001,42.000001
DH-087,90.8,152.000001,42.000001
DH-087,95.8,152.000001,42.000001
DH-088,0.0,152.397506,59.751964
DH-088,2.0,152.397506,59.751964
DH-088,8.65,153.217743,59.22435
DH-088,16.425,154.145089,58.601085
DH-088,26.35,154.633511,57.559746
DH-088,31.35,153.917325,56.664403
DH-088,40.75,152.63548,54.937404
DH-088,57.35,150.706695,51.998256
DH-088,62.35,150.167966,51.095249
DH-089,0.0,152.458733,59.325009
DH-089,2.0,152.458733,59.325009
DH-089,10.1,153.482703,57.708995
DH-090,0.0,155.000001,55.000001
DH-090,2.5,155.000001,55.000001
DH-090,7.5,155.000001,55.000001
DH-090,11.75,155.000001,55.000001
DH-091,0.0,152.597466,58.408267
DH-091,2.5,152.597466,58.408267
DH-091,7.5,153.013104,57.20717
DH-091,12.5,153.401486,56.008117
DH-091,17.5,153.805816,54.681219
DH-091,28.9,154.000001,52.617224
DH-091,38.35,154.000001,51.125686
DH-091,59.35,154.000001,47.837512
DH-091,64.35,154.000001,47.042831
DH-091,76.25,153.629366,44.928089
DH-092,0.0,157.454109,55.575455
DH-092,2.1,157.454109,55.575455
DH-092,16.1,159.87627,52.238782
DH-092,27.5,159.639638,50.706309
DH-092,31.8,159.542062,50.043524
